ID,Keyword,Type,Category,City,Route,CPC (INR),Search Volume,Competition
33261,mumbai sightseeing car rental,Combination,Occasion+City,Mumbai,,₹139.12,Medium,Medium
33262,mumbai taxi for tour,Combination,Occasion+City,Mumbai,,₹128.83,Medium,Medium
33263,tour cab mumbai,Combination,Occasion+City,Mumbai,,₹111.72,Medium,Medium
33264,mumbai tour car rental,Combination,Occasion+City,Mumbai,,₹116.53,Medium,Medium
33265,mumbai taxi for event,Combination,Occasion+City,Mumbai,,₹115.14,Medium,Medium
33266,event cab mumbai,Combination,Occasion+City,Mumbai,,₹138.61,Medium,Medium
33267,mumbai event car rental,Combination,Occasion+City,Mumbai,,₹138.73,Medium,Medium
33268,mumbai taxi for conference,Combination,Occasion+City,Mumbai,,₹137.03,Medium,Medium
33269,conference cab mumbai,Combination,Occasion+City,Mumbai,,₹125.42,Medium,Medium
33270,mumbai conference car rental,Combination,Occasion+City,Mumbai,,₹123.44,Medium,Medium
33271,bangalore taxi for wedding,Combination,Occasion+City,Bangalore,,₹165.39,Medium,Medium
33272,wedding cab bangalore,Combination,Occasion+City,Bangalore,,₹171.34,Medium,Medium
33273,bangalore wedding car rental,Combination,Occasion+City,Bangalore,,₹179.29,Medium,Medium
33274,bangalore taxi for corporate,Combination,Occasion+City,Bangalore,,₹177.83,Medium,Medium
33275,corporate cab bangalore,Combination,Occasion+City,Bangalore,,₹184.63,Medium,Medium
33276,bangalore corporate car rental,Combination,Occasion+City,Bangalore,,₹188.31,Medium,Medium
33277,bangalore taxi for business,Combination,Occasion+City,Bangalore,,₹191.41,Medium,Medium
33278,business cab bangalore,Combination,Occasion+City,Bangalore,,₹189.54,Medium,Medium
33279,bangalore business car rental,Combination,Occasion+City,Bangalore,,₹198.52,Medium,Medium
33280,bangalore taxi for family,Combination,Occasion+City,Bangalore,,₹114.88,Medium,Medium
33281,family cab bangalore,Combination,Occasion+City,Bangalore,,₹124.92,Medium,Medium
33282,bangalore family car rental,Combination,Occasion+City,Bangalore,,₹131.93,Medium,Medium
33283,bangalore taxi for honeymoon,Combination,Occasion+City,Bangalore,,₹121.69,Medium,Medium
33284,honeymoon cab bangalore,Combination,Occasion+City,Bangalore,,₹112.75,Medium,Medium
33285,bangalore honeymoon car rental,Combination,Occasion+City,Bangalore,,₹126.16,Medium,Medium
33286,bangalore taxi for pilgrimage,Combination,Occasion+City,Bangalore,,₹132.37,Medium,Medium
33287,pilgrimage cab bangalore,Combination,Occasion+City,Bangalore,,₹127.23,Medium,Medium
33288,bangalore pilgrimage car rental,Combination,Occasion+City,Bangalore,,₹131.98,Medium,Medium
33289,bangalore taxi for sightseeing,Combination,Occasion+City,Bangalore,,₹123.24,Medium,Medium
33290,sightseeing cab bangalore,Combination,Occasion+City,Bangalore,,₹118.82,Medium,Medium
33291,bangalore sightseeing car rental,Combination,Occasion+City,Bangalore,,₹113.21,Medium,Medium
33292,bangalore taxi for tour,Combination,Occasion+City,Bangalore,,₹122.65,Medium,Medium
33293,tour cab bangalore,Combination,Occasion+City,Bangalore,,₹137.11,Medium,Medium
33294,bangalore tour car rental,Combination,Occasion+City,Bangalore,,₹121.40,Medium,Medium
33295,bangalore taxi for event,Combination,Occasion+City,Bangalore,,₹136.72,Medium,Medium
33296,event cab bangalore,Combination,Occasion+City,Bangalore,,₹116.58,Medium,Medium
33297,bangalore event car rental,Combination,Occasion+City,Bangalore,,₹114.46,Medium,Medium
33298,bangalore taxi for conference,Combination,Occasion+City,Bangalore,,₹118.10,Medium,Medium
33299,conference cab bangalore,Combination,Occasion+City,Bangalore,,₹117.51,Medium,Medium
33300,bangalore conference car rental,Combination,Occasion+City,Bangalore,,₹128.73,Medium,Medium
33301,kolkata taxi for wedding,Combination,Occasion+City,Kolkata,,₹162.68,Medium,Medium
33302,wedding cab kolkata,Combination,Occasion+City,Kolkata,,₹166.58,Medium,Medium
33303,kolkata wedding car rental,Combination,Occasion+City,Kolkata,,₹188.99,Medium,Medium
33304,kolkata taxi for corporate,Combination,Occasion+City,Kolkata,,₹184.12,Medium,Medium
33305,corporate cab kolkata,Combination,Occasion+City,Kolkata,,₹197.63,Medium,Medium
33306,kolkata corporate car rental,Combination,Occasion+City,Kolkata,,₹189.11,Medium,Medium
33307,kolkata taxi for business,Combination,Occasion+City,Kolkata,,₹188.24,Medium,Medium
33308,business cab kolkata,Combination,Occasion+City,Kolkata,,₹178.23,Medium,Medium
33309,kolkata business car rental,Combination,Occasion+City,Kolkata,,₹173.15,Medium,Medium
33310,kolkata taxi for family,Combination,Occasion+City,Kolkata,,₹133.11,Medium,Medium
33311,family cab kolkata,Combination,Occasion+City,Kolkata,,₹114.41,Medium,Medium
33312,kolkata family car rental,Combination,Occasion+City,Kolkata,,₹110.63,Medium,Medium
33313,kolkata taxi for honeymoon,Combination,Occasion+City,Kolkata,,₹122.45,Medium,Medium
33314,honeymoon cab kolkata,Combination,Occasion+City,Kolkata,,₹114.90,Medium,Medium
33315,kolkata honeymoon car rental,Combination,Occasion+City,Kolkata,,₹127.09,Medium,Medium
33316,kolkata taxi for pilgrimage,Combination,Occasion+City,Kolkata,,₹137.71,Medium,Medium
33317,pilgrimage cab kolkata,Combination,Occasion+City,Kolkata,,₹110.79,Medium,Medium
33318,kolkata pilgrimage car rental,Combination,Occasion+City,Kolkata,,₹129.40,Medium,Medium
33319,kolkata taxi for sightseeing,Combination,Occasion+City,Kolkata,,₹111.62,Medium,Medium
33320,sightseeing cab kolkata,Combination,Occasion+City,Kolkata,,₹127.08,Medium,Medium
33321,kolkata sightseeing car rental,Combination,Occasion+City,Kolkata,,₹119.71,Medium,Medium
33322,kolkata taxi for tour,Combination,Occasion+City,Kolkata,,₹126.54,Medium,Medium
33323,tour cab kolkata,Combination,Occasion+City,Kolkata,,₹132.41,Medium,Medium
33324,kolkata tour car rental,Combination,Occasion+City,Kolkata,,₹123.61,Medium,Medium
33325,kolkata taxi for event,Combination,Occasion+City,Kolkata,,₹123.62,Medium,Medium
33326,event cab kolkata,Combination,Occasion+City,Kolkata,,₹120.83,Medium,Medium
33327,kolkata event car rental,Combination,Occasion+City,Kolkata,,₹115.86,Medium,Medium
33328,kolkata taxi for conference,Combination,Occasion+City,Kolkata,,₹120.70,Medium,Medium
33329,conference cab kolkata,Combination,Occasion+City,Kolkata,,₹120.91,Medium,Medium
33330,kolkata conference car rental,Combination,Occasion+City,Kolkata,,₹125.86,Medium,Medium
33331,chennai taxi for wedding,Combination,Occasion+City,Chennai,,₹188.34,Medium,Medium
33332,wedding cab chennai,Combination,Occasion+City,Chennai,,₹187.36,Medium,Medium
33333,chennai wedding car rental,Combination,Occasion+City,Chennai,,₹171.61,Medium,Medium
33334,chennai taxi for corporate,Combination,Occasion+City,Chennai,,₹196.50,Medium,Medium
33335,corporate cab chennai,Combination,Occasion+City,Chennai,,₹183.73,Medium,Medium
33336,chennai corporate car rental,Combination,Occasion+City,Chennai,,₹190.95,Medium,Medium
33337,chennai taxi for business,Combination,Occasion+City,Chennai,,₹197.52,Medium,Medium
33338,business cab chennai,Combination,Occasion+City,Chennai,,₹185.38,Medium,Medium
33339,chennai business car rental,Combination,Occasion+City,Chennai,,₹185.74,Medium,Medium
33340,chennai taxi for family,Combination,Occasion+City,Chennai,,₹112.67,Medium,Medium
33341,family cab chennai,Combination,Occasion+City,Chennai,,₹134.94,Medium,Medium
33342,chennai family car rental,Combination,Occasion+City,Chennai,,₹116.86,Medium,Medium
33343,chennai taxi for honeymoon,Combination,Occasion+City,Chennai,,₹132.67,Medium,Medium
33344,honeymoon cab chennai,Combination,Occasion+City,Chennai,,₹135.93,Medium,Medium
33345,chennai honeymoon car rental,Combination,Occasion+City,Chennai,,₹111.08,Medium,Medium
33346,chennai taxi for pilgrimage,Combination,Occasion+City,Chennai,,₹127.95,Medium,Medium
33347,pilgrimage cab chennai,Combination,Occasion+City,Chennai,,₹133.33,Medium,Medium
33348,chennai pilgrimage car rental,Combination,Occasion+City,Chennai,,₹126.17,Medium,Medium
33349,chennai taxi for sightseeing,Combination,Occasion+City,Chennai,,₹112.35,Medium,Medium
33350,sightseeing cab chennai,Combination,Occasion+City,Chennai,,₹124.48,Medium,Medium
33351,chennai sightseeing car rental,Combination,Occasion+City,Chennai,,₹112.19,Medium,Medium
33352,chennai taxi for tour,Combination,Occasion+City,Chennai,,₹117.88,Medium,Medium
33353,tour cab chennai,Combination,Occasion+City,Chennai,,₹134.85,Medium,Medium
33354,chennai tour car rental,Combination,Occasion+City,Chennai,,₹128.78,Medium,Medium
33355,chennai taxi for event,Combination,Occasion+City,Chennai,,₹121.97,Medium,Medium
33356,event cab chennai,Combination,Occasion+City,Chennai,,₹127.04,Medium,Medium
33357,chennai event car rental,Combination,Occasion+City,Chennai,,₹111.27,Medium,Medium
33358,chennai taxi for conference,Combination,Occasion+City,Chennai,,₹116.31,Medium,Medium
33359,conference cab chennai,Combination,Occasion+City,Chennai,,₹114.16,Medium,Medium
33360,chennai conference car rental,Combination,Occasion+City,Chennai,,₹130.99,Medium,Medium
33361,hyderabad taxi for wedding,Combination,Occasion+City,Hyderabad,,₹162.87,Medium,Medium
33362,wedding cab hyderabad,Combination,Occasion+City,Hyderabad,,₹179.47,Medium,Medium
33363,hyderabad wedding car rental,Combination,Occasion+City,Hyderabad,,₹181.23,Medium,Medium
33364,hyderabad taxi for corporate,Combination,Occasion+City,Hyderabad,,₹173.07,Medium,Medium
33365,corporate cab hyderabad,Combination,Occasion+City,Hyderabad,,₹176.72,Medium,Medium
33366,hyderabad corporate car rental,Combination,Occasion+City,Hyderabad,,₹182.27,Medium,Medium
33367,hyderabad taxi for business,Combination,Occasion+City,Hyderabad,,₹182.38,Medium,Medium
33368,business cab hyderabad,Combination,Occasion+City,Hyderabad,,₹193.38,Medium,Medium
33369,hyderabad business car rental,Combination,Occasion+City,Hyderabad,,₹176.21,Medium,Medium
33370,hyderabad taxi for family,Combination,Occasion+City,Hyderabad,,₹129.15,Medium,Medium
33371,family cab hyderabad,Combination,Occasion+City,Hyderabad,,₹116.64,Medium,Medium
33372,hyderabad family car rental,Combination,Occasion+City,Hyderabad,,₹122.83,Medium,Medium
33373,hyderabad taxi for honeymoon,Combination,Occasion+City,Hyderabad,,₹112.33,Medium,Medium
33374,honeymoon cab hyderabad,Combination,Occasion+City,Hyderabad,,₹138.79,Medium,Medium
33375,hyderabad honeymoon car rental,Combination,Occasion+City,Hyderabad,,₹111.95,Medium,Medium
33376,hyderabad taxi for pilgrimage,Combination,Occasion+City,Hyderabad,,₹126.49,Medium,Medium
33377,pilgrimage cab hyderabad,Combination,Occasion+City,Hyderabad,,₹114.64,Medium,Medium
33378,hyderabad pilgrimage car rental,Combination,Occasion+City,Hyderabad,,₹126.90,Medium,Medium
33379,hyderabad taxi for sightseeing,Combination,Occasion+City,Hyderabad,,₹116.90,Medium,Medium
33380,sightseeing cab hyderabad,Combination,Occasion+City,Hyderabad,,₹124.21,Medium,Medium
33381,hyderabad sightseeing car rental,Combination,Occasion+City,Hyderabad,,₹110.46,Medium,Medium
33382,hyderabad taxi for tour,Combination,Occasion+City,Hyderabad,,₹130.77,Medium,Medium
33383,tour cab hyderabad,Combination,Occasion+City,Hyderabad,,₹110.57,Medium,Medium
33384,hyderabad tour car rental,Combination,Occasion+City,Hyderabad,,₹133.57,Medium,Medium
33385,hyderabad taxi for event,Combination,Occasion+City,Hyderabad,,₹130.97,Medium,Medium
33386,event cab hyderabad,Combination,Occasion+City,Hyderabad,,₹114.23,Medium,Medium
33387,hyderabad event car rental,Combination,Occasion+City,Hyderabad,,₹116.63,Medium,Medium
33388,hyderabad taxi for conference,Combination,Occasion+City,Hyderabad,,₹123.89,Medium,Medium
33389,conference cab hyderabad,Combination,Occasion+City,Hyderabad,,₹119.01,Medium,Medium
33390,hyderabad conference car rental,Combination,Occasion+City,Hyderabad,,₹134.58,Medium,Medium
33391,pune taxi for wedding,Combination,Occasion+City,Pune,,₹177.56,Medium,Medium
33392,wedding cab pune,Combination,Occasion+City,Pune,,₹164.19,Medium,Medium
33393,pune wedding car rental,Combination,Occasion+City,Pune,,₹179.24,Medium,Medium
33394,pune taxi for corporate,Combination,Occasion+City,Pune,,₹180.41,Medium,Medium
33395,corporate cab pune,Combination,Occasion+City,Pune,,₹180.85,Medium,Medium
33396,pune corporate car rental,Combination,Occasion+City,Pune,,₹198.72,Medium,Medium
33397,pune taxi for business,Combination,Occasion+City,Pune,,₹197.45,Medium,Medium
33398,business cab pune,Combination,Occasion+City,Pune,,₹190.59,Medium,Medium
33399,pune business car rental,Combination,Occasion+City,Pune,,₹175.43,Medium,Medium
33400,pune taxi for family,Combination,Occasion+City,Pune,,₹124.47,Medium,Medium
33401,family cab pune,Combination,Occasion+City,Pune,,₹139.82,Medium,Medium
33402,pune family car rental,Combination,Occasion+City,Pune,,₹124.14,Medium,Medium
33403,pune taxi for honeymoon,Combination,Occasion+City,Pune,,₹129.56,Medium,Medium
33404,honeymoon cab pune,Combination,Occasion+City,Pune,,₹111.68,Medium,Medium
33405,pune honeymoon car rental,Combination,Occasion+City,Pune,,₹126.66,Medium,Medium
33406,pune taxi for pilgrimage,Combination,Occasion+City,Pune,,₹115.26,Medium,Medium
33407,pilgrimage cab pune,Combination,Occasion+City,Pune,,₹121.08,Medium,Medium
33408,pune pilgrimage car rental,Combination,Occasion+City,Pune,,₹131.32,Medium,Medium
33409,pune taxi for sightseeing,Combination,Occasion+City,Pune,,₹134.35,Medium,Medium
33410,sightseeing cab pune,Combination,Occasion+City,Pune,,₹124.70,Medium,Medium
33411,pune sightseeing car rental,Combination,Occasion+City,Pune,,₹119.83,Medium,Medium
33412,pune taxi for tour,Combination,Occasion+City,Pune,,₹110.20,Medium,Medium
33413,tour cab pune,Combination,Occasion+City,Pune,,₹132.80,Medium,Medium
33414,pune tour car rental,Combination,Occasion+City,Pune,,₹139.76,Medium,Medium
33415,pune taxi for event,Combination,Occasion+City,Pune,,₹131.44,Medium,Medium
33416,event cab pune,Combination,Occasion+City,Pune,,₹133.21,Medium,Medium
33417,pune event car rental,Combination,Occasion+City,Pune,,₹137.01,Medium,Medium
33418,pune taxi for conference,Combination,Occasion+City,Pune,,₹128.38,Medium,Medium
33419,conference cab pune,Combination,Occasion+City,Pune,,₹111.09,Medium,Medium
33420,pune conference car rental,Combination,Occasion+City,Pune,,₹122.86,Medium,Medium
33421,lucknow taxi for wedding,Combination,Occasion+City,Lucknow,,₹179.81,Medium,Medium
33422,wedding cab lucknow,Combination,Occasion+City,Lucknow,,₹164.39,Medium,Medium
33423,lucknow wedding car rental,Combination,Occasion+City,Lucknow,,₹173.04,Medium,Medium
33424,lucknow taxi for corporate,Combination,Occasion+City,Lucknow,,₹176.12,Medium,Medium
33425,corporate cab lucknow,Combination,Occasion+City,Lucknow,,₹187.18,Medium,Medium
33426,lucknow corporate car rental,Combination,Occasion+City,Lucknow,,₹199.30,Medium,Medium
33427,lucknow taxi for business,Combination,Occasion+City,Lucknow,,₹171.06,Medium,Medium
33428,business cab lucknow,Combination,Occasion+City,Lucknow,,₹176.68,Medium,Medium
33429,lucknow business car rental,Combination,Occasion+City,Lucknow,,₹170.37,Medium,Medium
33430,lucknow taxi for family,Combination,Occasion+City,Lucknow,,₹134.66,Medium,Medium
33431,family cab lucknow,Combination,Occasion+City,Lucknow,,₹125.00,Medium,Medium
33432,lucknow family car rental,Combination,Occasion+City,Lucknow,,₹110.13,Medium,Medium
33433,lucknow taxi for honeymoon,Combination,Occasion+City,Lucknow,,₹110.40,Medium,Medium
33434,honeymoon cab lucknow,Combination,Occasion+City,Lucknow,,₹137.85,Medium,Medium
33435,lucknow honeymoon car rental,Combination,Occasion+City,Lucknow,,₹116.38,Medium,Medium
33436,lucknow taxi for pilgrimage,Combination,Occasion+City,Lucknow,,₹127.46,Medium,Medium
33437,pilgrimage cab lucknow,Combination,Occasion+City,Lucknow,,₹130.39,Medium,Medium
33438,lucknow pilgrimage car rental,Combination,Occasion+City,Lucknow,,₹130.05,Medium,Medium
33439,lucknow taxi for sightseeing,Combination,Occasion+City,Lucknow,,₹134.18,Medium,Medium
33440,sightseeing cab lucknow,Combination,Occasion+City,Lucknow,,₹132.68,Medium,Medium
33441,lucknow sightseeing car rental,Combination,Occasion+City,Lucknow,,₹130.58,Medium,Medium
33442,lucknow taxi for tour,Combination,Occasion+City,Lucknow,,₹132.48,Medium,Medium
33443,tour cab lucknow,Combination,Occasion+City,Lucknow,,₹117.36,Medium,Medium
33444,lucknow tour car rental,Combination,Occasion+City,Lucknow,,₹117.17,Medium,Medium
33445,lucknow taxi for event,Combination,Occasion+City,Lucknow,,₹136.18,Medium,Medium
33446,event cab lucknow,Combination,Occasion+City,Lucknow,,₹118.32,Medium,Medium
33447,lucknow event car rental,Combination,Occasion+City,Lucknow,,₹121.97,Medium,Medium
33448,lucknow taxi for conference,Combination,Occasion+City,Lucknow,,₹128.12,Medium,Medium
33449,conference cab lucknow,Combination,Occasion+City,Lucknow,,₹133.06,Medium,Medium
33450,lucknow conference car rental,Combination,Occasion+City,Lucknow,,₹122.50,Medium,Medium
33451,varanasi taxi for wedding,Combination,Occasion+City,Varanasi,,₹177.67,Medium,Medium
33452,wedding cab varanasi,Combination,Occasion+City,Varanasi,,₹160.74,Medium,Medium
33453,varanasi wedding car rental,Combination,Occasion+City,Varanasi,,₹165.67,Medium,Medium
33454,varanasi taxi for corporate,Combination,Occasion+City,Varanasi,,₹184.49,Medium,Medium
33455,corporate cab varanasi,Combination,Occasion+City,Varanasi,,₹175.68,Medium,Medium
33456,varanasi corporate car rental,Combination,Occasion+City,Varanasi,,₹181.78,Medium,Medium
33457,varanasi taxi for business,Combination,Occasion+City,Varanasi,,₹170.05,Medium,Medium
